STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
LGN,D,41,M FLOW,19970826 0000,19970826 0000,278, ,CFS
LGN,D,41,M FLOW,19970827 0000,19970827 0000,279, ,CFS
LGN,D,41,M FLOW,19970828 0000,19970828 0000,287, ,CFS
LGN,D,41,M FLOW,19970829 0000,19970829 0000,753, ,CFS
LGN,D,41,M FLOW,19970830 0000,19970830 0000,290, ,CFS
LGN,D,41,M FLOW,19970831 0000,19970831 0000,293, ,CFS
LGN,D,41,M FLOW,19970901 0000,19970901 0000,286, ,CFS
LGN,D,41,M FLOW,19970902 0000,19970902 0000,286, ,CFS
LGN,D,41,M FLOW,19970903 0000,19970903 0000,290, ,CFS
LGN,D,41,M FLOW,19970904 0000,19970904 0000,286, ,CFS
LGN,D,41,M FLOW,19970905 0000,19970905 0000,291, ,CFS
LGN,D,41,M FLOW,19970906 0000,19970906 0000,291, ,CFS
LGN,D,41,M FLOW,19970907 0000,19970907 0000,291, ,CFS
LGN,D,41,M FLOW,19970908 0000,19970908 0000,284, ,CFS
LGN,D,41,M FLOW,19970909 0000,19970909 0000,284, ,CFS
LGN,D,41,M FLOW,19970910 0000,19970910 0000,288, ,CFS
LGN,D,41,M FLOW,19970911 0000,19970911 0000,282, ,CFS
LGN,D,41,M FLOW,19970912 0000,19970912 0000,287, ,CFS
LGN,D,41,M FLOW,19970913 0000,19970913 0000,282, ,CFS
LGN,D,41,M FLOW,19970914 0000,19970914 0000,282, ,CFS
LGN,D,41,M FLOW,19970915 0000,19970915 0000,281, ,CFS
LGN,D,41,M FLOW,19970916 0000,19970916 0000,282, ,CFS
LGN,D,41,M FLOW,19970917 0000,19970917 0000,278, ,CFS
LGN,D,41,M FLOW,19970918 0000,19970918 0000,291, ,CFS
LGN,D,41,M FLOW,19970919 0000,19970919 0000,281, ,CFS
LGN,D,41,M FLOW,19970920 0000,19970920 0000,274, ,CFS
LGN,D,41,M FLOW,19970921 0000,19970921 0000,274, ,CFS
LGN,D,41,M FLOW,19970922 0000,19970922 0000,288, ,CFS
LGN,D,41,M FLOW,19970923 0000,19970923 0000,299, ,CFS
LGN,D,41,M FLOW,19970924 0000,19970924 0000,289, ,CFS
