STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS,,
TLG,M,65,MON FNF,19310801 0000,19310831 0000,940,,AF,,
TLG,M,65,MON FNF,19310901 0000,19310930 0000,1810,,AF,,
TLG,M,65,MON FNF,19311001 0000,19311031 0000,1680,,AF,,
TLG,M,65,MON FNF,19311101 0000,19311130 0000,6040,,AF,,
TLG,M,65,MON FNF,19311201 0000,19311231 0000,93660,,AF,,
TLG,M,65,MON FNF,19320101 0000,19320131 0000,79370,,AF,,
TLG,M,65,MON FNF,19320201 0000,19320229 0000,240200,,AF,,
TLG,M,65,MON FNF,19320301 0000,19320331 0000,171590,,AF,,
TLG,M,65,MON FNF,19320401 0000,19320430 0000,245050,,AF,,
TLG,M,65,MON FNF,19320501 0000,19320531 0000,524150,,AF,,
TLG,M,65,MON FNF,19320601 0000,19320630 0000,532660,,AF,,
TLG,M,65,MON FNF,19320701 0000,19320731 0000,175840,,AF,,
TLG,M,65,MON FNF,19320801 0000,19320831 0000,31970,,AF,,
TLG,M,65,MON FNF,19320901 0000,19320930 0000,12040,,AF,,
TLG,M,65,MON FNF,19321001 0000,19321031 0000,5720,,AF,,
TLG,M,65,MON FNF,19321101 0000,19321130 0000,3200,,AF,,
TLG,M,65,MON FNF,19321201 0000,19321231 0000,10860,,AF,,
TLG,M,65,MON FNF,19330101 0000,19330131 0000,26900,,AF,,
TLG,M,65,MON FNF,19330201 0000,19330228 0000,31480,,AF,,
TLG,M,65,MON FNF,19330301 0000,19330331 0000,82590,,AF,,
TLG,M,65,MON FNF,19330401 0000,19330430 0000,170940,,AF,,
TLG,M,65,MON FNF,19330501 0000,19330531 0000,250820,,AF,,
TLG,M,65,MON FNF,19330601 0000,19330630 0000,426150,,AF,,
TLG,M,65,MON FNF,19330701 0000,19330731 0000,75100,,AF,,
TLG,M,65,MON FNF,19330801 0000,19330831 0000,16070,,AF,,
TLG,M,65,MON FNF,19330901 0000,19330930 0000,4540,,AF,,
TLG,M,65,MON FNF,19331001 0000,19331031 0000,0,,AF,,
TLG,M,65,MON FNF,19331101 0000,19331130 0000,7960,,AF,,
TLG,M,65,MON FNF,19331201 0000,19331231 0000,40850,,AF,,
TLG,M,65,MON FNF,19340101 0000,19340131 0000,64910,,AF,,
TLG,M,65,MON FNF,19340201 0000,19340228 0000,89980,,AF,,
TLG,M,65,MON FNF,19340301 0000,19340331 0000,150250,,AF,,
TLG,M,65,MON FNF,19340401 0000,19340430 0000,186390,,AF,,
TLG,M,65,MON FNF,19340501 0000,19340531 0000,149040,,AF,,
TLG,M,65,MON FNF,19340601 0000,19340630 0000,95090,,AF,,
TLG,M,65,MON FNF,19340701 0000,19340731 0000,12070,,AF,,
TLG,M,65,MON FNF,19340801 0000,19340831 0000,6110,,AF,,
TLG,M,65,MON FNF,19340901 0000,19340930 0000,4570,,AF,,
TLG,M,65,MON FNF,19341001 0000,19341031 0000,11180,,AF,,
TLG,M,65,MON FNF,19341101 0000,19341130 0000,47620,,AF,,
TLG,M,65,MON FNF,19341201 0000,19341231 0000,51950,,AF,,
TLG,M,65,MON FNF,19350101 0000,19350131 0000,105900,,AF,,
TLG,M,65,MON FNF,19350201 0000,19350228 0000,107270,,AF,,
TLG,M,65,MON FNF,19350301 0000,19350331 0000,136890,,AF,,
TLG,M,65,MON FNF,19350401 0000,19350430 0000,465490,,AF,,
TLG,M,65,MON FNF,19350501 0000,19350531 0000,530700,,AF,,
TLG,M,65,MON FNF,19350601 0000,19350630 0000,511480,,AF,,
TLG,M,65,MON FNF,19350701 0000,19350731 0000,109590,,AF,,
TLG,M,65,MON FNF,19350801 0000,19350831 0000,20730,,AF,,
TLG,M,65,MON FNF,19350901 0000,19350930 0000,4070,,AF,,
TLG,M,65,MON FNF,19351001 0000,19351031 0000,11590,,AF,,
TLG,M,65,MON FNF,19351101 0000,19351130 0000,19590,,AF,,
TLG,M,65,MON FNF,19351201 0000,19351231 0000,18160,,AF,,
TLG,M,65,MON FNF,19360101 0000,19360131 0000,104790,,AF,,
TLG,M,65,MON FNF,19360201 0000,19360229 0000,351980,,AF,,
TLG,M,65,MON FNF,19360301 0000,19360331 0000,207530,,AF,,
TLG,M,65,MON FNF,19360401 0000,19360430 0000,392940,,AF,,
TLG,M,65,MON FNF,19360501 0000,19360531 0000,520230,,AF,,
TLG,M,65,MON FNF,19360601 0000,19360630 0000,390220,,AF,,
TLG,M,65,MON FNF,19360701 0000,19360731 0000,122450,,AF,,
TLG,M,65,MON FNF,19360801 0000,19360831 0000,17810,,AF,,
TLG,M,65,MON FNF,19360901 0000,19360930 0000,2920,,AF,,
TLG,M,65,MON FNF,19361001 0000,19361031 0000,4320,,AF,,
TLG,M,65,MON FNF,19361101 0000,19361130 0000,8610,,AF,,
TLG,M,65,MON FNF,19361201 0000,19361231 0000,27320,,AF,,
TLG,M,65,MON FNF,19370101 0000,19370131 0000,31430,,AF,,
TLG,M,65,MON FNF,19370201 0000,19370228 0000,273900,,AF,,
TLG,M,65,MON FNF,19370301 0000,19370331 0000,209510,,AF,,
TLG,M,65,MON FNF,19370401 0000,19370430 0000,295600,,AF,,
TLG,M,65,MON FNF,19370501 0000,19370531 0000,633900,,AF,,
TLG,M,65,MON FNF,19370601 0000,19370630 0000,399410,,AF,,
TLG,M,65,MON FNF,19370701 0000,19370731 0000,91360,,AF,,
TLG,M,65,MON FNF,19370801 0000,19370831 0000,16850,,AF,,
TLG,M,65,MON FNF,19370901 0000,19370930 0000,4800,,AF,,
TLG,M,65,MON FNF,19371001 0000,19371031 0000,9150,,AF,,
TLG,M,65,MON FNF,19371101 0000,19371130 0000,18760,,AF,,
TLG,M,65,MON FNF,19371201 0000,19371231 0000,312560,,AF,,
TLG,M,65,MON FNF,19380101 0000,19380131 0000,101940,,AF,,
TLG,M,65,MON FNF,19380201 0000,19380228 0000,322740,,AF,,
TLG,M,65,MON FNF,19380301 0000,19380331 0000,424840,,AF,,
TLG,M,65,MON FNF,19380401 0000,19380430 0000,422380,,AF,,
TLG,M,65,MON FNF,19380501 0000,19380531 0000,720160,,AF,,
TLG,M,65,MON FNF,19380601 0000,19380630 0000,711600,,AF,,
TLG,M,65,MON FNF,19380701 0000,19380731 0000,305190,,AF,,
TLG,M,65,MON FNF,19380801 0000,19380831 0000,55470,,AF,,
TLG,M,65,MON FNF,19380901 0000,19380930 0000,19540,,AF,,
TLG,M,65,MON FNF,19381001 0000,19381031 0000,40250,,AF,,
TLG,M,65,MON FNF,19381101 0000,19381130 0000,43490,,AF,,
TLG,M,65,MON FNF,19381201 0000,19381231 0000,36720,,AF,,
TLG,M,65,MON FNF,19390101 0000,19390131 0000,42590,,AF,,
TLG,M,65,MON FNF,19390201 0000,19390228 0000,59920,,AF,,
TLG,M,65,MON FNF,19390301 0000,19390331 0000,144110,,AF,,
TLG,M,65,MON FNF,19390401 0000,19390430 0000,281900,,AF,,
TLG,M,65,MON FNF,19390501 0000,19390531 0000,216040,,AF,,
TLG,M,65,MON FNF,19390601 0000,19390630 0000,74340,,AF,,
TLG,M,65,MON FNF,19390701 0000,19390731 0000,17340,,AF,,
TLG,M,65,MON FNF,19390801 0000,19390831 0000,7480,,AF,,
TLG,M,65,MON FNF,19390901 0000,19390930 0000,16830,,AF,,
TLG,M,65,MON FNF,19391001 0000,19391031 0000,44940,,AF,,
TLG,M,65,MON FNF,19391101 0000,19391130 0000,16620,,AF,,
TLG,M,65,MON FNF,19391201 0000,19391231 0000,20250,,AF,,
TLG,M,65,MON FNF,19400101 0000,19400131 0000,226490,,AF,,
TLG,M,65,MON FNF,19400201 0000,19400229 0000,250000,,AF,,
TLG,M,65,MON FNF,19400301 0000,19400331 0000,344140,,AF,,
TLG,M,65,MON FNF,19400401 0000,19400430 0000,324860,,AF,,
TLG,M,65,MON FNF,19400501 0000,19400531 0000,571100,,AF,,
TLG,M,65,MON FNF,19400601 0000,19400630 0000,347500,,AF,,
TLG,M,65,MON FNF,19400701 0000,19400731 0000,54160,,AF,,
TLG,M,65,MON FNF,19400801 0000,19400831 0000,10760,,AF,,
TLG,M,65,MON FNF,19400901 0000,19400930 0000,2020,,AF,,
TLG,M,65,MON FNF,19401001 0000,19401031 0000,11310,,AF,,
TLG,M,65,MON FNF,19401101 0000,19401130 0000,15010,,AF,,
TLG,M,65,MON FNF,19401201 0000,19401231 0000,129060,,AF,,
TLG,M,65,MON FNF,19410101 0000,19410131 0000,115450,,AF,,
TLG,M,65,MON FNF,19410201 0000,19410228 0000,219000,,AF,,
TLG,M,65,MON FNF,19410301 0000,19410331 0000,260080,,AF,,
TLG,M,65,MON FNF,19410401 0000,19410430 0000,279590,,AF,,
TLG,M,65,MON FNF,19410501 0000,19410531 0000,662680,,AF,,
TLG,M,65,MON FNF,19410601 0000,19410630 0000,534440,,AF,,
TLG,M,65,MON FNF,19410701 0000,19410731 0000,224060,,AF,,
TLG,M,65,MON FNF,19410801 0000,19410831 0000,30490,,AF,,
TLG,M,65,MON FNF,19410901 0000,19410930 0000,8190,,AF,,
TLG,M,65,MON FNF,19411001 0000,19411031 0000,7040,,AF,,
TLG,M,65,MON FNF,19411101 0000,19411130 0000,37560,,AF,,
TLG,M,65,MON FNF,19411201 0000,19411231 0000,161530,,AF,,
TLG,M,65,MON FNF,19420101 0000,19420131 0000,164810,,AF,,
TLG,M,65,MON FNF,19420201 0000,19420228 0000,142430,,AF,,
TLG,M,65,MON FNF,19420301 0000,19420331 0000,148710,,AF,,
TLG,M,65,MON FNF,19420401 0000,19420430 0000,336990,,AF,,
TLG,M,65,MON FNF,19420501 0000,19420531 0000,471990,,AF,,
TLG,M,65,MON FNF,19420601 0000,19420630 0000,597580,,AF,,
TLG,M,65,MON FNF,19420701 0000,19420731 0000,253440,,AF,,
TLG,M,65,MON FNF,19420801 0000,19420831 0000,30160,,AF,,
TLG,M,65,MON FNF,19420901 0000,19420930 0000,3280,,AF,,
TLG,M,65,MON FNF,19421001 0000,19421031 0000,5050,,AF,,
TLG,M,65,MON FNF,19421101 0000,19421130 0000,86410,,AF,,
TLG,M,65,MON FNF,19421201 0000,19421231 0000,92850,,AF,,
TLG,M,65,MON FNF,19430101 0000,19430131 0000,246320,,AF,,
TLG,M,65,MON FNF,19430201 0000,19430228 0000,163760,,AF,,
TLG,M,65,MON FNF,19430301 0000,19430331 0000,371920,,AF,,
TLG,M,65,MON FNF,19430401 0000,19430430 0000,385170,,AF,,
TLG,M,65,MON FNF,19430501 0000,19430531 0000,494530,,AF,,
TLG,M,65,MON FNF,19430601 0000,19430630 0000,352890,,AF,,
TLG,M,65,MON FNF,19430701 0000,19430731 0000,140900,,AF,,
TLG,M,65,MON FNF,19430801 0000,19430831 0000,24800,,AF,,
TLG,M,65,MON FNF,19430901 0000,19430930 0000,5210,,AF,,
TLG,M,65,MON FNF,19431001 0000,19431031 0000,11600,,AF,,
TLG,M,65,MON FNF,19431101 0000,19431130 0000,15630,,AF,,
TLG,M,65,MON FNF,19431201 0000,19431231 0000,20930,,AF,,
TLG,M,65,MON FNF,19440101 0000,19440131 0000,42730,,AF,,
TLG,M,65,MON FNF,19440201 0000,19440229 0000,80410,,AF,,
TLG,M,65,MON FNF,19440301 0000,19440331 0000,135220,,AF,,
TLG,M,65,MON FNF,19440401 0000,19440430 0000,164620,,AF,,
TLG,M,65,MON FNF,19440501 0000,19440531 0000,455800,,AF,,
TLG,M,65,MON FNF,19440601 0000,19440630 0000,267180,,AF,,
TLG,M,65,MON FNF,19440701 0000,19440731 0000,87630,,AF,,
TLG,M,65,MON FNF,19440801 0000,19440831 0000,11200,,AF,,
TLG,M,65,MON FNF,19440901 0000,19440930 0000,2360,,AF,,
TLG,M,65,MON FNF,19441001 0000,19441031 0000,9120,,AF,,
TLG,M,65,MON FNF,19441101 0000,19441130 0000,89050,,AF,,
TLG,M,65,MON FNF,19441201 0000,19441231 0000,81310,,AF,,
TLG,M,65,MON FNF,19450101 0000,19450131 0000,55600,,AF,,
TLG,M,65,MON FNF,19450201 0000,19450228 0000,304840,,AF,,
TLG,M,65,MON FNF,19450301 0000,19450331 0000,164410,,AF,,
TLG,M,65,MON FNF,19450401 0000,19450430 0000,284260,,AF,,
TLG,M,65,MON FNF,19450501 0000,19450531 0000,455070,,AF,,
TLG,M,65,MON FNF,19450601 0000,19450630 0000,462260,,AF,,
TLG,M,65,MON FNF,19450701 0000,19450731 0000,163060,,AF,,
TLG,M,65,MON FNF,19450801 0000,19450831 0000,16760,,AF,,
TLG,M,65,MON FNF,19450901 0000,19450930 0000,0,,AF,,
TLG,M,65,MON FNF,19451001 0000,19451031 0000,60310,,AF,,
TLG,M,65,MON FNF,19451101 0000,19451130 0000,98300,,AF,,
TLG,M,65,MON FNF,19451201 0000,19451231 0000,207740,,AF,,
TLG,M,65,MON FNF,19460101 0000,19460131 0000,118910,,AF,,
TLG,M,65,MON FNF,19460201 0000,19460228 0000,69890,,AF,,
TLG,M,65,MON FNF,19460301 0000,19460331 0000,155800,,AF,,
TLG,M,65,MON FNF,19460401 0000,19460430 0000,347840,,AF,,
TLG,M,65,MON FNF,19460501 0000,19460531 0000,488510,,AF,,
TLG,M,65,MON FNF,19460601 0000,19460630 0000,264550,,AF,,
TLG,M,65,MON FNF,19460701 0000,19460731 0000,56170,,AF,,
TLG,M,65,MON FNF,19460801 0000,19460831 0000,7930,,AF,,
TLG,M,65,MON FNF,19460901 0000,19460930 0000,3360,,AF,,
TLG,M,65,MON FNF,19461001 0000,19461031 0000,16070,,AF,,
TLG,M,65,MON FNF,19461101 0000,19461130 0000,64000,,AF,,
TLG,M,65,MON FNF,19461201 0000,19461231 0000,76720,,AF,,
TLG,M,65,MON FNF,19470101 0000,19470131 0000,41880,,AF,,
TLG,M,65,MON FNF,19470201 0000,19470228 0000,80220,,AF,,
TLG,M,65,MON FNF,19470301 0000,19470331 0000,136060,,AF,,
TLG,M,65,MON FNF,19470401 0000,19470430 0000,192220,,AF,,
TLG,M,65,MON FNF,19470501 0000,19470531 0000,352500,,AF,,
TLG,M,65,MON FNF,19470601 0000,19470630 0000,110750,,AF,,
TLG,M,65,MON FNF,19470701 0000,19470731 0000,20880,,AF,,
TLG,M,65,MON FNF,19470801 0000,19470831 0000,0,,AF,,
TLG,M,65,MON FNF,19470901 0000,19470930 0000,2880,,AF,,
TLG,M,65,MON FNF,19471001 0000,19471031 0000,38200,,AF,,
TLG,M,65,MON FNF,19471101 0000,19471130 0000,28160,,AF,,
TLG,M,65,MON FNF,19471201 0000,19471231 0000,17180,,AF,,
TLG,M,65,MON FNF,19480101 0000,19480131 0000,39700,,AF,,
TLG,M,65,MON FNF,19480201 0000,19480229 0000,25860,,AF,,
TLG,M,65,MON FNF,19480301 0000,19480331 0000,73010,,AF,,
TLG,M,65,MON FNF,19480401 0000,19480430 0000,221050,,AF,,
TLG,M,65,MON FNF,19480501 0000,19480531 0000,436250,,AF,,
TLG,M,65,MON FNF,19480601 0000,19480630 0000,433760,,AF,,
TLG,M,65,MON FNF,19480701 0000,19480731 0000,87730,,AF,,
TLG,M,65,MON FNF,19480801 0000,19480831 0000,5170,,AF,,
TLG,M,65,MON FNF,19480901 0000,19480930 0000,2480,,AF,,
TLG,M,65,MON FNF,19481001 0000,19481031 0000,5150,,AF,,
TLG,M,65,MON FNF,19481101 0000,19481130 0000,8210,,AF,,
TLG,M,65,MON FNF,19481201 0000,19481231 0000,17770,,AF,,
TLG,M,65,MON FNF,19490101 0000,19490131 0000,19900,,AF,,
TLG,M,65,MON FNF,19490201 0000,19490228 0000,39120,,AF,,
TLG,M,65,MON FNF,19490301 0000,19490331 0000,123240,,AF,,
TLG,M,65,MON FNF,19490401 0000,19490430 0000,318250,,AF,,
TLG,M,65,MON FNF,19490501 0000,19490531 0000,436420,,AF,,
TLG,M,65,MON FNF,19490601 0000,19490630 0000,240370,,AF,,
TLG,M,65,MON FNF,19490701 0000,19490731 0000,29470,,AF,,
TLG,M,65,MON FNF,19490801 0000,19490831 0000,4510,,AF,,
TLG,M,65,MON FNF,19490901 0000,19490930 0000,3720,,AF,,
TLG,M,65,MON FNF,19491001 0000,19491031 0000,3920,,AF,,
TLG,M,65,MON FNF,19491101 0000,19491130 0000,14220,,AF,,
TLG,M,65,MON FNF,19491201 0000,19491231 0000,13420,,AF,,
TLG,M,65,MON FNF,19500101 0000,19500131 0000,77460,,AF,,
TLG,M,65,MON FNF,19500201 0000,19500228 0000,124320,,AF,,
TLG,M,65,MON FNF,19500301 0000,19500331 0000,128310,,AF,,
TLG,M,65,MON FNF,19500401 0000,19500430 0000,329130,,AF,,
TLG,M,65,MON FNF,19500501 0000,19500531 0000,467440,,AF,,
TLG,M,65,MON FNF,19500601 0000,19500630 0000,319390,,AF,,
TLG,M,65,MON FNF,19500701 0000,19500731 0000,62240,,AF,,
TLG,M,65,MON FNF,19500801 0000,19500831 0000,6510,,AF,,
TLG,M,65,MON FNF,19500901 0000,19500930 0000,0,,AF,,
TLG,M,65,MON FNF,19501001 0000,19501031 0000,24440,,AF,,
TLG,M,65,MON FNF,19501101 0000,19501130 0000,521560,,AF,,
TLG,M,65,MON FNF,19501201 0000,19501231 0000,508990,,AF,,
TLG,M,65,MON FNF,19510101 0000,19510131 0000,159240,,AF,,
TLG,M,65,MON FNF,19510201 0000,19510228 0000,138910,,AF,,
TLG,M,65,MON FNF,19510301 0000,19510331 0000,168700,,AF,,
TLG,M,65,MON FNF,19510401 0000,19510430 0000,253810,,AF,,
TLG,M,65,MON FNF,19510501 0000,19510531 0000,372860,,AF,,
TLG,M,65,MON FNF,19510601 0000,19510630 0000,256730,,AF,,
TLG,M,65,MON FNF,19510701 0000,19510731 0000,60100,,AF,,
TLG,M,65,MON FNF,19510801 0000,19510831 0000,9570,,AF,,
TLG,M,65,MON FNF,19510901 0000,19510930 0000,270,,AF,,
TLG,M,65,MON FNF,19511001 0000,19511031 0000,9020,,AF,,
TLG,M,65,MON FNF,19511101 0000,19511130 0000,30850,,AF,,
TLG,M,65,MON FNF,19511201 0000,19511231 0000,121410,,AF,,
TLG,M,65,MON FNF,19520101 0000,19520131 0000,218690,,AF,,
TLG,M,65,MON FNF,19520201 0000,19520229 0000,147760,,AF,,
TLG,M,65,MON FNF,19520301 0000,19520331 0000,239840,,AF,,
TLG,M,65,MON FNF,19520401 0000,19520430 0000,466420,,AF,,
TLG,M,65,MON FNF,19520501 0000,19520531 0000,791330,,AF,,
TLG,M,65,MON FNF,19520601 0000,19520630 0000,594180,,AF,,
TLG,M,65,MON FNF,19520701 0000,19520731 0000,291860,,AF,,
TLG,M,65,MON FNF,19520801 0000,19520831 0000,54090,,AF,,
TLG,M,65,MON FNF,19520901 0000,19520930 0000,16910,,AF,,
TLG,M,65,MON FNF,19521001 0000,19521031 0000,8670,,AF,,
TLG,M,65,MON FNF,19521101 0000,19521130 0000,11860,,AF,,
TLG,M,65,MON FNF,19521201 0000,19521231 0000,53060,,AF,,
TLG,M,65,MON FNF,19530101 0000,19530131 0000,145090,,AF,,
TLG,M,65,MON FNF,19530201 0000,19530228 0000,63530,,AF,,
TLG,M,65,MON FNF,19530301 0000,19530331 0000,106650,,AF,,
TLG,M,65,MON FNF,19530401 0000,19530430 0000,269600,,AF,,
TLG,M,65,MON FNF,19530501 0000,19530531 0000,259520,,AF,,
TLG,M,65,MON FNF,19530601 0000,19530630 0000,414410,,AF,,
TLG,M,65,MON FNF,19530701 0000,19530731 0000,169820,,AF,,
TLG,M,65,MON FNF,19530801 0000,19530831 0000,17790,,AF,,
TLG,M,65,MON FNF,19530901 0000,19530930 0000,5400,,AF,,
TLG,M,65,MON FNF,19531001 0000,19531031 0000,7330,,AF,,
TLG,M,65,MON FNF,19531101 0000,19531130 0000,17170,,AF,,
TLG,M,65,MON FNF,19531201 0000,19531231 0000,24200,,AF,,
TLG,M,65,MON FNF,19540101 0000,19540131 0000,41890,,AF,,
TLG,M,65,MON FNF,19540201 0000,19540228 0000,101380,,AF,,
TLG,M,65,MON FNF,19540301 0000,19540331 0000,213200,,AF,,
TLG,M,65,MON FNF,19540401 0000,19540430 0000,349170,,AF,,
TLG,M,65,MON FNF,19540501 0000,19540531 0000,447550,,AF,,
TLG,M,65,MON FNF,19540601 0000,19540630 0000,185140,,AF,,
TLG,M,65,MON FNF,19540701 0000,19540731 0000,37920,,AF,,
TLG,M,65,MON FNF,19540801 0000,19540831 0000,3080,,AF,,
TLG,M,65,MON FNF,19540901 0000,19540930 0000,1150,,AF,,
TLG,M,65,MON FNF,19541001 0000,19541031 0000,4060,,AF,,
TLG,M,65,MON FNF,19541101 0000,19541130 0000,15380,,AF,,
TLG,M,65,MON FNF,19541201 0000,19541231 0000,49990,,AF,,
TLG,M,65,MON FNF,19550101 0000,19550131 0000,66700,,AF,,
TLG,M,65,MON FNF,19550201 0000,19550228 0000,61170,,AF,,
TLG,M,65,MON FNF,19550301 0000,19550331 0000,82400,,AF,,
TLG,M,65,MON FNF,19550401 0000,19550430 0000,143950,,AF,,
TLG,M,65,MON FNF,19550501 0000,19550531 0000,366450,,AF,,
TLG,M,65,MON FNF,19550601 0000,19550630 0000,292180,,AF,,
TLG,M,65,MON FNF,19550701 0000,19550731 0000,39300,,AF,,
TLG,M,65,MON FNF,19550801 0000,19550831 0000,920,,AF,,
TLG,M,65,MON FNF,19550901 0000,19550930 0000,1200,,AF,,
TLG,M,65,MON FNF,19551001 0000,19551031 0000,3970,,AF,,
TLG,M,65,MON FNF,19551101 0000,19551130 0000,12960,,AF,,
TLG,M,65,MON FNF,19551201 0000,19551231 0000,649620,,AF,,
TLG,M,65,MON FNF,19560101 0000,19560131 0000,431300,,AF,,
TLG,M,65,MON FNF,19560201 0000,19560229 0000,156100,,AF,,
TLG,M,65,MON FNF,19560301 0000,19560331 0000,178530,,AF,,
TLG,M,65,MON FNF,19560401 0000,19560430 0000,281790,,AF,,
TLG,M,65,MON FNF,19560501 0000,19560531 0000,559660,,AF,,
TLG,M,65,MON FNF,19560601 0000,19560630 0000,581820,,AF,,
TLG,M,65,MON FNF,19560701 0000,19560731 0000,244240,,AF,,
TLG,M,65,MON FNF,19560801 0000,19560831 0000,40680,,AF,,
TLG,M,65,MON FNF,19560901 0000,19560930 0000,12170,,AF,,
TLG,M,65,MON FNF,19561001 0000,19561031 0000,21370,,AF,,
TLG,M,65,MON FNF,19561101 0000,19561130 0000,24260,,AF,,
TLG,M,65,MON FNF,19561201 0000,19561231 0000,24200,,AF,,
TLG,M,65,MON FNF,19570101 0000,19570131 0000,35040,,AF,,
TLG,M,65,MON FNF,19570201 0000,19570228 0000,123750,,AF,,
TLG,M,65,MON FNF,19570301 0000,19570331 0000,153540,,AF,,
TLG,M,65,MON FNF,19570401 0000,19570430 0000,172500,,AF,,
TLG,M,65,MON FNF,19570501 0000,19570531 0000,379990,,AF,,
TLG,M,65,MON FNF,19570601 0000,19570630 0000,404980,,AF,,
TLG,M,65,MON FNF,19570701 0000,19570731 0000,67160,,AF,,
TLG,M,65,MON FNF,19570801 0000,19570831 0000,8740,,AF,,
TLG,M,65,MON FNF,19570901 0000,19570930 0000,2040,,AF,,
TLG,M,65,MON FNF,19571001 0000,19571031 0000,11300,,AF,,
TLG,M,65,MON FNF,19571101 0000,19571130 0000,18390,,AF,,
TLG,M,65,MON FNF,19571201 0000,19571231 0000,48030,,AF,,
TLG,M,65,MON FNF,19580101 0000,19580131 0000,58120,,AF,,
TLG,M,65,MON FNF,19580201 0000,19580228 0000,176740,,AF,,
TLG,M,65,MON FNF,19580301 0000,19580331 0000,256770,,AF,,
TLG,M,65,MON FNF,19580401 0000,19580430 0000,425000,,AF,,
TLG,M,65,MON FNF,19580501 0000,19580531 0000,761400,,AF,,
TLG,M,65,MON FNF,19580601 0000,19580630 0000,579220,,AF,,
TLG,M,65,MON FNF,19580701 0000,19580731 0000,231900,,AF,,
TLG,M,65,MON FNF,19580801 0000,19580831 0000,54870,,AF,,
TLG,M,65,MON FNF,19580901 0000,19580930 0000,16630,,AF,,
TLG,M,65,MON FNF,19581001 0000,19581031 0000,5890,,AF,,
TLG,M,65,MON FNF,19581101 0000,19581130 0000,5830,,AF,,
TLG,M,65,MON FNF,19581201 0000,19581231 0000,5230,,AF,,
TLG,M,65,MON FNF,19590101 0000,19590131 0000,78640,,AF,,
TLG,M,65,MON FNF,19590201 0000,19590228 0000,116210,,AF,,
TLG,M,65,MON FNF,19590301 0000,19590331 0000,119020,,AF,,
TLG,M,65,MON FNF,19590401 0000,19590430 0000,224040,,AF,,
TLG,M,65,MON FNF,19590501 0000,19590531 0000,231480,,AF,,
TLG,M,65,MON FNF,19590601 0000,19590630 0000,138830,,AF,,
TLG,M,65,MON FNF,19590701 0000,19590731 0000,18220,,AF,,
TLG,M,65,MON FNF,19590801 0000,19590831 0000,1500,,AF,,
TLG,M,65,MON FNF,19590901 0000,19590930 0000,44720,,AF,,
TLG,M,65,MON FNF,19591001 0000,19591031 0000,5320,,AF,,
TLG,M,65,MON FNF,19591101 0000,19591130 0000,9530,,AF,,
TLG,M,65,MON FNF,19591201 0000,19591231 0000,12300,,AF,,
TLG,M,65,MON FNF,19600101 0000,19600131 0000,25200,,AF,,
TLG,M,65,MON FNF,19600201 0000,19600229 0000,119380,,AF,,
TLG,M,65,MON FNF,19600301 0000,19600331 0000,149500,,AF,,
TLG,M,65,MON FNF,19600401 0000,19600430 0000,238390,,AF,,
TLG,M,65,MON FNF,19600501 0000,19600531 0000,303410,,AF,,
TLG,M,65,MON FNF,19600601 0000,19600630 0000,162350,,AF,,
TLG,M,65,MON FNF,19600701 0000,19600731 0000,16060,,AF,,
TLG,M,65,MON FNF,19600801 0000,19600831 0000,5800,,AF,,
TLG,M,65,MON FNF,19600901 0000,19600930 0000,5140,,AF,,
TLG,M,65,MON FNF,19601001 0000,19601031 0000,5390,,AF,,
TLG,M,65,MON FNF,19601101 0000,19601130 0000,15660,,AF,,
TLG,M,65,MON FNF,19601201 0000,19601231 0000,32690,,AF,,
TLG,M,65,MON FNF,19610101 0000,19610131 0000,18660,,AF,,
TLG,M,65,MON FNF,19610201 0000,19610228 0000,46550,,AF,,
TLG,M,65,MON FNF,19610301 0000,19610331 0000,71390,,AF,,
TLG,M,65,MON FNF,19610401 0000,19610430 0000,164820,,AF,,
TLG,M,65,MON FNF,19610501 0000,19610531 0000,219810,,AF,,
TLG,M,65,MON FNF,19610601 0000,19610630 0000,122310,,AF,,
TLG,M,65,MON FNF,19610701 0000,19610731 0000,18760,,AF,,
TLG,M,65,MON FNF,19610801 0000,19610831 0000,12510,,AF,,
TLG,M,65,MON FNF,19610901 0000,19610930 0000,3840,,AF,,
TLG,M,65,MON FNF,19611001 0000,19611031 0000,5000,,AF,,
TLG,M,65,MON FNF,19611101 0000,19611130 0000,8030,,AF,,
TLG,M,65,MON FNF,19611201 0000,19611231 0000,23690,,AF,,
TLG,M,65,MON FNF,19620101 0000,19620131 0000,23870,,AF,,
TLG,M,65,MON FNF,19620201 0000,19620228 0000,233310,,AF,,
TLG,M,65,MON FNF,19620301 0000,19620331 0000,139020,,AF,,
TLG,M,65,MON FNF,19620401 0000,19620430 0000,389030,,AF,,
TLG,M,65,MON FNF,19620501 0000,19620531 0000,362480,,AF,,
TLG,M,65,MON FNF,19620601 0000,19620630 0000,445580,,AF,,
TLG,M,65,MON FNF,19620701 0000,19620731 0000,116890,,AF,,
TLG,M,65,MON FNF,19620801 0000,19620831 0000,14060,,AF,,
TLG,M,65,MON FNF,19620901 0000,19620930 0000,4990,,AF,,
TLG,M,65,MON FNF,19621001 0000,19621031 0000,17280,,AF,,
TLG,M,65,MON FNF,19621101 0000,19621130 0000,8750,,AF,,
